curvature_1_per_m,moment_kN_m
-0.07770424544082195,-4375.8071127159565
-0.07826488001875247,-4397.936165010666
-0.07874788899818834,-4416.9150233023565
-0.0791527933154538,-4432.763745169091
-0.07947919137356235,-4445.499123094811
-0.07972675944053359,-4455.134686568702
-0.07989525197048072,-4461.680706777531
-0.07998450184715089,-4465.144202078386
-0.07999442054967638,-4465.528942897114
-0.0799249982403724,-4462.708312799292
-0.0797763037744944,-4456.660751636754
-0.07954848463194533,-4447.378957878519
-0.07924176677100027,-4434.851749044773
-0.07885645440419384,-4419.0640710805465
-0.07839292969659262,-4399.997013626858
-0.07785165238675157,-4377.627833514941
-0.07723315933073076,-4351.929989437322
-0.07653806396962437,-4322.873191392732
-0.07576705572113047,-4290.423469159241
-0.07492089929576438,-4254.5432647176685
-0.0740004339383946,-4215.191554218696
-0.07300657259585301,-4172.324005751242
-0.0719403010114451,-4125.893179811774
-0.07080267674725849,-4075.848779974075
-0.06959482813523905,-4022.1379617905536
-0.06831795315807561,-3964.7057083874993
-0.06697331826100231,-3903.4952815085503
-0.0655622570956981,-3838.4487568677264
-0.06408616919752866,-3769.507652542881
-0.0625465185974424,-3696.6136587145393
-0.06094483236989822,-3619.7094762707848
-0.059282699118264316,-3538.739770591067
-0.05756176739919105,-3453.652245126162
-0.05578374408751965,-3364.39883714837
-0.053950392683349654,-3270.937035206318
-0.052063531562943494,-3173.231314349259
-0.05012503217520273,-3071.2546810781896
-0.048136817185505755,-2964.9903152584357
-0.046100858568746926,-2854.4332909540094
-0.04401917565346935,-2739.592352429933
-0.04189383311903025,-2620.491715580239
-0.0397269389477865,-2497.1728590012185
-0.037520642334330494,-2369.6962631234255
-0.03527713155385089,-2238.143050578376
-0.03299863179173117,-2102.61647668449
-0.03068740293654022,-1963.2432159953275
-0.028345737338603107,-1820.1743896642352
-0.0259759575363747,-1673.58627931648
-0.023580413952872376,-1523.6806764895255
-0.021161482564451557,-1370.6848227075704
